Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
17848997,The Dark of Deep Below (The Adventures of the Princess and Mr. Whiffle #2),Patrick Rothfuss,"Rothfuss, Patrick",Nate  Taylor,"=""""","=""9781596066205""",3,4.32,Subterranean Press,Hardcover,232,2013,2013,2014/01/01,2014/12/08,,,read,,,,1,,,0,,,,,
13503109,This Is How You Lose Her,Junot Díaz,"Díaz, Junot",,"=""1594487367""","=""9781594487361""",4,3.75,Riverhead Books,Hardcover,217,2012,2010,,2019/04/11,,,read,,,,1,,,0,,,,,
11774272,"The Killing Moon (Dreamblood, #1)",N.K. Jemisin,"Jemisin, N.K.",,"=""0356500764""","=""9780356500768""",0,3.91,Hachette Book Group,Paperback,418,2012,2012,,2020/01/30,to-read,to-read (#267),to-read,,,,0,,,0,,,,,
13588394,The Signal and the Noise: Why So Many Predictions Fail - But Some Don't,Nate Silver,"Silver, Nate",,"=""159420411X""","=""9781594204111""",0,3.98,Penguin,Hardcover,534,2012,2012,,2014/11/11,"currently-reading, abandoned","currently-reading (#2), abandoned (#2)",currently-reading,,,,1,,,0,,,,,
28594830,"Goldenhand (Abhorsen, #5)",Garth Nix,"Nix, Garth",,"=""0061561584""","=""9780061561580""",0,4.08,HarperCollins,Hardcover,344,2016,2016,,2020/01/22,currently-reading,currently-reading (#8),currently-reading,,,,1,,,0,,,,,
20662728,"Clariel (Abhorsen, #4)",Garth Nix,"Nix, Garth",,"=""006156155X""","=""9780061561559""",4,3.82,HarperCollins,Hardcover,382,2014,2014,2020/01/22,2020/01/07,,,read,,,,1,,,0,,,,,
4929,Kafka on the Shore,Haruki Murakami,"Murakami, Haruki",Philip Gabriel,"=""1400079276""","=""9781400079278""",0,4.14,Vintage International,Paperback,467,2006,2002,,2020/01/08,to-read,to-read (#266),to-read,,,,0,,,0,,,,,
23397854,Nicholas Sayre and the Creature in the Case (Abhorsen #3.5),Garth Nix,"Nix, Garth",,"=""""","=""""",4,3.90,Allen & Unwin,Kindle Edition,64,2014,2005,2020/01/07,2020/01/07,,,read,,,,1,,,0,,,,,
334643,"Abhorsen (Abhorsen, #3)",Garth Nix,"Nix, Garth",,"=""0060278250""","=""9780060278250""",4,4.22,HarperCollins,Hardcover,358,2003,2003,2020/01/07,2019/12/29,,,read,,,,1,,,0,,,,,
47624,"Lirael (Abhorsen, #2)",Garth Nix,"Nix, Garth",,"=""0060590165""","=""9780060590161""",4,4.29,Eos,Paperback,464,2015,2001,,2019/12/29,,,read,,,,1,,,0,,,,,
518848,"Sabriel (Abhorsen,  #1)",Garth Nix,"Nix, Garth",,"=""0064471837""","=""9780064471831""",3,4.17,Harper Collins,Mass Market Paperback,491,1996,1995,2019/12/11,2019/06/10,,,read,,,,1,,,0,,,,,
17650,The Robber Bride,Margaret Atwood,"Atwood, Margaret",,"=""0385491034""","=""9780385491037""",0,3.83,Anchor,Paperback,528,1998,1993,,2019/12/07,to-read,to-read (#265),to-read,,,,0,,,0,,,,,
19628703,The Humboldt Current: Nineteenth-Century Exploration and the Roots of American Environmentalism,Aaron Sachs,"Sachs, Aaron",,"=""""","=""""",0,3.99,Penguin Books,Kindle Edition,496,2007,2006,,2017/01/23,to-read,to-read (#264),to-read,,,,0,,,0,,,,,
13598307,The Art of Fermentation: An in-Depth Exploration of Essential Concepts and Processes from Around the World,Sandor Ellix Katz,"Katz, Sandor Ellix",,"=""160358286X""","=""9781603582865""",0,4.42,Chelsea Green Publishing,Hardcover,528,2012,2012,,2018/07/25,to-read,to-read (#263),to-read,,,,0,,,0,,,,,
4982,The Sirens of Titan,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""1857988841""","=""9781857988840""",4,4.16,Gollancz,Paperback,224,1999,1959,2019/12/06,2019/04/28,,,read,,,,1,,,0,,,,,
48408593,"Far Sector (Far Sector, #1 of 12)",N.K. Jemisin,"Jemisin, N.K.",,"=""""","=""""",0,4.33,DC Comics,Paperback,,2019,2019,,2019/12/04,to-read,to-read (#262),to-read,,,,0,,,0,,,,,
42769202,"Starsight (Skyward, #2)",Brandon Sanderson,"Sanderson, Brandon",,"=""1473217903""","=""9781473217904""",0,4.50,Orion Publishing Co,Paperback,461,2019,2019,,2019/12/04,to-read,to-read (#261),to-read,,,,0,,,0,,,,,
6534,"Postmortem (Kay Scarpetta, #1)",Patricia Daniels Cornwell,"Cornwell, Patricia Daniels",Patricia Cornwell,"=""0743477154""","=""9780743477154""",4,4.02,Pocket Books,Paperback,342,2003,1990,,2019/11/13,,,read,,,,1,,,0,,,,,
60211,"The Shadow of the Torturer (The Book of the New Sun, #1)",Gene Wolfe,"Wolfe, Gene",,"=""0671540661""","=""9780671540661""",3,3.80,Pocket Books,Paperback,262,1984,1980,2019/11/02,2019/10/22,,,read,,,,1,,,0,,,,,
28814918,Walk Through Walls: A Memoir,Marina Abramović,"Abramović, Marina",James Kaplan,"=""1101905042""","=""9781101905043""",0,4.52,Crown Archetype,Hardcover,304,2016,2016,,2019/10/28,to-read,to-read (#260),to-read,,,,0,,,0,,,,,
27178374,The Bloody Planet,Callista Buchen,"Buchen, Callista",,"=""1625579519""","=""9781625579515""",0,4.53,Black Lawrence Press,Paperback,34,2015,2015,,2019/10/24,to-read,to-read (#259),to-read,,,,0,,,0,,,,,
34358540,Double-Mouthed,Callista Buchen,"Buchen, Callista",,"=""""","=""""",0,4.80,Dancing Girl Press,Paperback,,2016,2016,,2019/10/24,to-read,to-read (#258),to-read,,,,0,,,0,,,,,
48074069,Look Look Look,Callista Buchen,"Buchen, Callista",,"=""""","=""9781625570093""",0,5.00,Black Lawrence Press,Paperback,,2019,,,2019/10/24,to-read,to-read (#257),to-read,,,,0,,,0,,,,,
11627,The Colossus and Other Poems,Sylvia Plath,"Plath, Sylvia",,"=""0375704469""","=""9780375704468""",0,4.19,Vintage,Paperback,84,1998,1960,,2019/10/24,to-read,to-read (#256),to-read,,,,0,,,0,,,,,
395090,Ariel,Sylvia Plath,"Plath, Sylvia",,"=""0060931728""","=""9780060931728""",0,4.22,Harper Perennial Modern Classics,Paperback,105,2018,1966,,2019/10/24,to-read,to-read (#255),to-read,,,,0,,,0,,,,,
6514,The Bell Jar,Sylvia Plath,"Plath, Sylvia",,"=""""","=""""",5,4.00,Harper Perennial Modern Classics,Paperback,294,2006,1963,2019/10/24,2019/10/23,,,read,,,,1,,,0,,,,,
31522139,"City of Miracles (The Divine Cities, #3)",Robert Jackson Bennett,"Bennett, Robert Jackson",,"=""0553419730""","=""9780553419733""",4,4.43,Broadway Books,Paperback,451,2017,2017,2019/10/22,2019/10/16,,,read,,,,1,,,0,,,,,
23909755,"City of Blades (The Divine Cities, #2)",Robert Jackson Bennett,"Bennett, Robert Jackson",,"=""0553419714""","=""9780553419719""",5,4.21,Broadway Books,Paperback,484,2016,2016,2019/10/16,2019/10/13,,,read,,,,1,,,0,,,,,
20174424,"City of Stairs (The Divine Cities, #1)",Robert Jackson Bennett,"Bennett, Robert Jackson",,"=""080413717X""","=""9780804137171""",5,4.11,Broadway Books,Paperback,452,2014,2014,2019/10/13,2019/08/08,,,read,,,,1,,,0,,,,,
39353738,"Skyward (Skyward, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",4,4.55,Delacorte Press,Kindle Edition,515,2018,2018,2018/11/18,2018/11/17,,,read,,,,1,,,0,,,,,
117833,The Master and Margarita,Mikhail Bulgakov,"Bulgakov, Mikhail","Katherine Tiernan O'Connor, Ellendea Proffer, Diana Lewis Burgin","=""0679760806""","=""9780679760801""",3,4.30,Vintage International,Paperback,335,1996,1967,2018/12/06,2018/11/24,,,read,,,,1,,,0,,,,,
23766634,"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",Sarah J. Maas,"Maas, Sarah J.",,"=""1408857901""","=""9781408857908""",5,4.48,Bloomsbury Childrens Books,Paperback,699,2017,2017,,2019/01/29,,,read,,,,1,,,0,,,,,
16096824,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",Sarah J. Maas,"Maas, Sarah J.",,"=""1619634449""","=""9781619634442""",5,4.25,Bloomsbury USA Childrens,Hardcover,419,2015,2015,2019/01/25,2019/01/23,,,read,,,,1,,,0,,,,,
17927395,"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",Sarah J. Maas,"Maas, Sarah J.",,"=""""","=""""",5,4.66,Bloomsbury USA Childrens,Kindle Edition,626,2016,2016,,2019/01/29,,,read,,,,1,,,0,,,,,
7896527,"Throne of Glass (Throne of Glass, #1)",Sarah J. Maas,"Maas, Sarah J.",,"=""""","=""""",3,4.22,Bloomsbury USA Children's,Hardcover,406,2012,2012,,2019/01/29,,,read,,,,1,,,0,,,,,
17167166,"Crown of Midnight (Throne of Glass, #2)",Sarah J. Maas,"Maas, Sarah J.",,"=""1619630621""","=""9781619630628""",2,4.45,Bloomsbury USA Childrens,Hardcover,420,2013,2013,2019/02/05,2019/01/31,,,read,,,,1,,,0,,,,,
18243700,"The Assassin's Blade (Throne of Glass, #0.1-0.5)",Sarah J. Maas,"Maas, Sarah J.",,"=""1408852594""","=""9781408852590""",2,4.43,Bloomsbury Childrens,ebook,448,2014,2014,2019/02/10,2019/02/05,,,read,,,,1,,,0,,,,,
26474,Out of Africa / Shadows on the Grass,Isak Dinesen,"Dinesen, Isak",Karen Blixen,"=""0679724753""","=""9780679724759""",3,4.24,Vintage,Paperback,462,1989,1937,2018/07/05,2018/07/05,,,read,,,,1,,,0,,,,,
20613470,"Heir of Fire (Throne of Glass, #3)",Sarah J. Maas,"Maas, Sarah J.",,"=""1619630656""","=""9781619630659""",3,4.50,Bloomsbury USA Childrens,Hardcover,565,2014,2014,2019/02/14,2019/02/11,,,read,,,,1,,,0,,,,,
18006496,"Queen of Shadows (Throne of Glass, #4)",Sarah J. Maas,"Maas, Sarah J.",,"=""1619636042""","=""9781619636040""",2,4.57,Bloomsbury USA Childrens,Hardcover,648,2015,2015,2019/02/21,2019/02/14,,,read,,,,1,,,0,,,,,
28260587,"Empire of Storms (Throne of Glass, #5)",Sarah J. Maas,"Maas, Sarah J.",,"=""""","=""""",2,4.56,Bloomsbury Children's Books,Hardcover,704,2016,2016,2019/03/07,2019/02/21,,,read,,,,1,,,0,,,,,
31450852,"Tower of Dawn (Throne of Glass, #6)",Sarah J. Maas,"Maas, Sarah J.",,"=""1681195771""","=""9781681195773""",2,4.40,Bloomsbury USA Childrens,Hardcover,664,2017,2017,2019/03/12,2019/03/07,,,read,,,,1,,,0,,,,,
33590260,"Kingdom of Ash (Throne of Glass, #7)",Sarah J. Maas,"Maas, Sarah J.",,"=""1619636107""","=""9781619636101""",2,4.60,Bloomsbury YA,Hardcover,984,2018,2018,2019/03/27,2019/03/12,,,read,,,,1,,,0,,,,,
28876,"His Majesty's Dragon (Temeraire, #1)",Naomi Novik,"Novik, Naomi",,"=""0345481283""","=""9780345481283""",4,4.05,Del Rey,Mass Market Paperback,356,2006,2006,,2019/04/07,,,read,,,,1,,,0,,,,,
91989,"Black Powder War (Temeraire, #3)",Naomi Novik,"Novik, Naomi",,"=""0345481305""","=""9780345481306""",2,3.89,Del Rey Books,Mass Market Paperback,365,2006,2006,2019/04/30,2019/04/18,,,read,,,,1,,,0,,,,,
129510,"Empire of Ivory (Temeraire, #4)",Naomi Novik,"Novik, Naomi",,"=""0345496876""","=""9780345496874""",2,3.95,Del Rey,Mass Market Paperback,404,2007,2007,2019/04/30,2019/04/30,,,read,,,,1,,,0,,,,,
891593,"Victory of Eagles (Temeraire, #5)",Naomi Novik,"Novik, Naomi",,"=""0007256752""","=""9780007256754""",3,4.04,,Paperback,352,2008,2008,2019/05/02,2019/04/30,,,read,,,,1,,,0,,,,,
7038489,"Tongues of Serpents (Temeraire, #6)",Naomi Novik,"Novik, Naomi",,"=""0345496892""","=""9780345496898""",2,3.71,Del Rey,Hardcover,274,2010,2010,2019/05/08,2019/05/02,,,read,,,,1,,,0,,,,,
12069434,"Crucible of Gold (Temeraire, #7)",Naomi Novik,"Novik, Naomi",,"=""0345522869""","=""9780345522863""",2,3.94,Random House,Hardcover,325,2012,2012,2019/05/09,2019/05/09,,,read,,,,1,,,0,,,,,
20404555,"League of Dragons (Temeraire, #9)",Naomi Novik,"Novik, Naomi",,"=""0345522923""","=""9780345522924""",3,4.12,Del Rey,Hardcover,380,2016,2016,2019/05/26,2019/05/17,,,read,,,,1,,,0,,,,,
16156292,"Blood of Tyrants (Temeraire, #8)",Naomi Novik,"Novik, Naomi",,"=""0345522893""","=""9780345522894""",3,3.97,Del Rey,Hardcover,432,2013,2013,2019/05/17,2019/05/09,,,read,,,,1,,,0,,,,,
944076,"Last Argument of Kings (The First Law, #3)",Joe Abercrombie,"Abercrombie, Joe",,"=""0575077905""","=""9780575077904""",3,4.28,Gollancz,Trade Paperback,536,2008,2008,2019/07/04,2019/06/10,,,read,,,,1,,,0,,,,,
3236307,"Graceling (Graceling Realm, #1)",Kristin Cashore,"Cashore, Kristin",,"=""015206396X""","=""9780152063962""",4,4.09,Harcourt,Hardcover,471,2008,2008,2019/06/11,2019/06/10,,,read,,,,1,,,0,,,,,
6137154,"Fire (Graceling Realm, #2)",Kristin Cashore,"Cashore, Kristin",,"=""0803734611""","=""9780803734616""",3,4.11,Dial Books,Hardcover,480,2009,2009,,2019/06/18,,,read,,,,1,,,0,,,,,
12680907,"Bitterblue (Graceling Realm, #3)",Kristin Cashore,"Cashore, Kristin",,"=""0803734735""","=""9780803734739""",3,4.00,Dial,Hardcover,576,2012,2012,2019/06/23,2019/06/18,,,read,,,,1,,,0,,,,,
16150830,"Never Fade (The Darkest Minds, #2)",Alexandra Bracken,"Bracken, Alexandra",,"=""1423157516""","=""9781423157519""",3,4.27,Disney-Hyperion,Hardcover,507,2013,2013,2019/07/09,2019/07/08,,,read,,,,1,,,0,,,,,
10576365,"The Darkest Minds (The Darkest Minds, #1)",Alexandra Bracken,"Bracken, Alexandra",,"=""1423157370""","=""9781423157373""",4,4.20,Disney Hyperion,Hardcover,488,2012,2012,2019/07/07,2019/02/26,,,read,,,,1,,,0,,,,,
18052136,"In Time (The Darkest Minds, #1.5)",Alexandra Bracken,"Bracken, Alexandra",,"=""1423199235""","=""9781423199236""",4,4.24,Disney Publishing Worldwide,ebook,89,2013,2013,2019/07/08,2019/07/07,,,read,,,,1,,,0,,,,,
23016659,Sparks Rise (The Darkest Minds #2.5),Alexandra Bracken,"Bracken, Alexandra",,"=""1484724208""","=""9781484724200""",3,4.36,Disney Hyperion,ebook,110,2014,2014,2019/07/09,2019/07/09,,,read,,,,1,,,0,,,,,
20883847,"The Autumn Republic (Powder Mage, #3)",Brian  McClellan,"McClellan, Brian",,"=""0316219126""","=""9780316219129""",3,4.37,Orbit,Hardcover,580,2015,2015,2019/08/02,2019/07/29,,,read,,,,1,,,0,,,,,
29774026,The Priory of the Orange Tree,Samantha Shannon,"Shannon, Samantha",,"=""""","=""9781408883433""",4,4.18,Bloomsbury Publishing,ebook,848,2019,2019,2019/08/10,2019/04/01,,,read,,,,1,,,0,,,,,
9859436,"Something Strange and Deadly (Something Strange and Deadly, #1)",Susan Dennard,"Dennard, Susan",,"=""0062083260""","=""9780062083265""",3,3.74,Harper Teen,Hardcover,388,2012,2012,2019/08/14,2019/02/26,,,read,,,,1,,,0,,,,,
13624584,"A Darkness Strange and Lovely (Something Strange and Deadly, #2)",Susan Dennard,"Dennard, Susan",,"=""0062083295""","=""9780062083296""",2,3.94,Harper Collins Harper Teen,Hardcover,408,2013,2013,2019/08/19,2019/08/14,,,read,,,,1,,,0,,,,,
22055262,"A Darker Shade of Magic (Shades of Magic, #1)",V.E. Schwab,"Schwab, V.E.",Victoria Schwab,"=""0765376458""","=""9780765376459""",3,4.09,Tor Books,Hardcover,400,2015,2015,2019/08/27,2019/04/01,,,read,,,,1,,,0,,,,,
20764879,"A Gathering of Shadows (Shades of Magic, #2)",V.E. Schwab,"Schwab, V.E.",Victoria Schwab,"=""0765376474""","=""9780765376473""",3,4.29,Tor Books,Hardcover,512,2016,2016,2019/08/31,2019/08/27,,,read,,,,1,,,0,,,,,
17902141,"Strange and Ever After (Something Strange and Deadly, #3)",Susan Dennard,"Dennard, Susan",,"=""0062083325""","=""9780062083326""",2,3.80,HarperTeen,Hardcover,392,2014,2014,2019/09/02,2019/08/19,,,read,,,,1,,,0,,,,,
29939230,"A Conjuring of Light (Shades of Magic, #3)",V.E. Schwab,"Schwab, V.E.",,"=""0765387468""","=""9780765387462""",3,4.37,Tor Books,Hardcover,624,2017,2017,2019/09/14,2019/08/31,,,read,,,,1,,,0,,,,,
18966806,"Morning Star (Red Rising Saga, #3)",Pierce Brown,"Brown, Pierce",,"=""0345539842""","=""9780345539847""",3,4.49,Del Rey,Hardcover,524,2016,2016,2019/10/10,2019/10/05,,,read,,,,1,,,0,,,,,
15839976,"Red Rising (Red Rising Saga, #1)",Pierce Brown,"Brown, Pierce",,"=""0345539788""","=""9780345539786""",4,4.27,Del Rey (Random House),Hardcover,382,2014,2014,2019/10/03,2019/08/08,,,read,,,,1,,,0,,,,,
18966819,"Golden Son (Red Rising, #2)",Pierce Brown,"Brown, Pierce",,"=""0345539826""","=""9780345539823""",3,4.45,Del Rey,ebook,430,2015,2015,2019/10/05,2019/10/03,,,read,,,,1,,,0,,,,,
37173847,"Foundryside (Founders, #1)",Robert Jackson Bennett,"Bennett, Robert Jackson",,"=""""","=""""",5,4.26,Crown,Kindle Edition,512,2018,2018,2019/09/28,2019/08/11,,,read,,,,1,,,0,,,,,
34357122,Starless,Jacqueline Carey,"Carey, Jacqueline",,"=""0765386828""","=""9780765386823""",4,4.08,Tor Books,Hardcover,587,2018,2018,2019/09/24,2019/09/14,,,read,,,,1,,,0,,,,,
28818921,Difficult Women,Roxane Gay,"Gay, Roxane",,"=""0802125395""","=""9780802125392""",5,3.98,Grove Press,Hardcover,260,2017,2017,2019/09/14,2019/08/11,,,read,,,,1,,,0,,,,,
176803,Firebird (Fairy Tales #1),Mercedes Lackey,"Lackey, Mercedes",,"=""0812550749""","=""9780812550740""",0,3.85,Tor Fantasy,Mass Market Paperback,352,1997,1996,,2019/09/08,to-read,to-read (#254),to-read,,,,0,,,0,,,,,
13986,"Arrows of the Queen (Heralds of Valdemar, #1)",Mercedes Lackey,"Lackey, Mercedes",,"=""0886773784""","=""9780886773786""",0,4.14,Daw Books,Paperback,320,1987,1987,,2019/09/08,to-read,to-read (#253),to-read,,,,0,,,0,,,,,
28759,Magic's Pawn (Valdemar: Last Herald-Mage #1),Mercedes Lackey,"Lackey, Mercedes",,"=""0886773520""","=""9780886773526""",0,4.21,DAW Books Inc,Mass Market Paperback,349,1989,1989,,2019/09/08,to-read,to-read (#252),to-read,,,,0,,,0,,,,,
11612989,The Dictator's Handbook: Why Bad Behavior is Almost Always Good Politics,Bruce Bueno de Mesquita,"Mesquita, Bruce Bueno de",Alastair Smith,"=""161039044X""","=""9781610390446""",0,4.29,PublicAffairs,Hardcover,352,2011,2011,,2019/08/30,to-read,to-read (#251),to-read,,,,0,,,0,,,,,
35133922,Educated,Tara Westover,"Westover, Tara",,"=""0399590501""","=""9780399590504""",0,4.48,Random House,Hardcover,334,2018,2018,,2019/08/30,to-read,to-read (#250),to-read,,,,0,,,0,,,,,
37903770,Norse Mythology,Neil Gaiman,"Gaiman, Neil",,"=""""","=""""",0,4.09,W. W. Norton & Company,Paperback,301,2018,2017,,2019/08/28,to-read,to-read (#249),to-read,,,,0,,,0,,,,,
35959740,Circe,Madeline Miller,"Miller, Madeline",,"=""0316556343""","=""9780316556347""",4,4.28,"Little, Brown and Company",Hardcover,393,2018,2018,2019/08/25,2019/06/10,,,read,,,,1,,,0,,,,,
20718095,Le Serpent d'eau,Tony Sandoval,"Sandoval, Tony",,"=""""","=""9782888905264""",0,3.75,Paquet,Hardcover,138,2014,2008,,2019/08/17,to-read,to-read (#248),to-read,,,,0,,,0,,,,,
39792427,"One Word Kill (Impossible Times, #1)",Mark  Lawrence,"Lawrence, Mark",,"=""""","=""""",0,3.77,47North,Kindle Edition,201,2019,2019,,2019/08/14,to-read,to-read (#247),to-read,,,,0,,,0,,,,,
25943007,Margaret the First,Danielle Dutton,"Dutton, Danielle",,"=""1936787350""","=""9781936787357""",0,3.56,Catapult,Paperback,176,2016,2016,,2019/08/11,to-read,to-read (#246),to-read,,,,0,,,0,,,,,
25472765,American Housewife,Helen Ellis,"Ellis, Helen",,"=""038554104X""","=""9780385541046""",0,3.38,Doubleday,ebook,208,2016,2016,,2019/08/11,to-read,to-read (#245),to-read,,,,0,,,0,,,,,
25333047,Pond,Claire-Louise Bennett,"Bennett, Claire-Louise",,"=""""","=""9781906539467""",0,3.56,The Stinging Fly Press,Hardcover,148,2015,2015,,2019/08/11,to-read,to-read (#244),to-read,,,,0,,,0,,,,,
37570595,Friday Black,Nana Kwame Adjei-Brenyah,"Adjei-Brenyah, Nana Kwame",,"=""1328911241""","=""9781328911247""",0,4.10,Mariner Books,Paperback,194,2018,2018,,2019/08/11,to-read,to-read (#243),to-read,,,,0,,,0,,,,,
31450615,The Bedlam Stacks,Natasha Pulley,"Pulley, Natasha",,"=""1620409674""","=""9781620409671""",0,4.02,Bloomsbury USA,Hardcover,336,2017,2017,,2019/08/11,to-read,to-read (#242),to-read,,,,0,,,0,,,,,
40992,Shadow & Claw (The Book of the New Sun #1-2),Gene Wolfe,"Wolfe, Gene",,"=""0312890176""","=""9780312890179""",0,4.02,Orb Books,Paperback,413,1994,1994,,2019/08/11,to-read,to-read (#241),to-read,,,,0,,,0,,,,,
40874032,"Vicious (Villains, #1)",V.E. Schwab,"Schwab, V.E.",,"=""""","=""""",0,4.24,Tor Books,Kindle Edition,366,2013,2013,,2019/08/11,to-read,to-read (#240),to-read,,,,0,,,0,,,,,
25526296,"Every Heart a Doorway (Wayward Children, #1)",Seanan McGuire,"McGuire, Seanan",,"=""0765385503""","=""9780765385505""",0,3.83,Tor.com,Hardcover,173,2016,2016,,2019/08/11,to-read,to-read (#239),to-read,,,,0,,,0,,,,,
216377,"VALIS (VALIS Trilogy, #1)",Philip K. Dick,"Dick, Philip K.",,"=""0679734465""","=""9780679734468""",0,3.93,Vintage Books,Paperback,242,2004,1981,,2019/08/11,to-read,to-read (#238),to-read,,,,0,,,0,,,,,
34219880,"The Tethered Mage (Swords and Fire, #1)",Melissa Caruso,"Caruso, Melissa",,"=""0316466875""","=""9780316466875""",0,3.80,Orbit,Paperback,438,2017,2017,,2019/08/11,to-read,to-read (#237),to-read,,,,0,,,0,,,,,
39395857,The Raven Tower,Ann Leckie,"Leckie, Ann",,"=""0356506991""","=""9780356506999""",0,3.98,Orbit,Hardcover,416,2019,2019,,2019/08/11,to-read,to-read (#236),to-read,,,,0,,,0,,,,,
28204534,"Paper Girls, Vol. 1",Brian K. Vaughan,"Vaughan, Brian K.","Cliff Chiang, Matthew Wilson, Jared K. Fletcher","=""1632156741""","=""9781632156747""",0,3.87,Image Comics,Paperback,144,2016,2016,,2019/08/10,to-read,to-read (#235),to-read,,,,0,,,0,,,,,
40792913,"Altered Carbon (Takeshi Kovacs, #1)",Richard K. Morgan,"Morgan, Richard K.",,"=""""","=""""",0,4.05,Del Rey,Kindle Edition,544,2018,2002,,2019/08/09,to-read,to-read (#234),to-read,,,,0,,,0,,,,,
13569581,"Blood Song (Raven's Shadow, #1)",Anthony Ryan,"Ryan, Anthony",,"=""""","=""""",0,4.44,Anthony  Ryan,Kindle Edition,591,2012,2011,,2019/08/08,to-read,to-read (#233),to-read,,,,0,,,0,,,,,
25330014,The Winged Histories,Sofia Samatar,"Samatar, Sofia",,"=""1618731149""","=""9781618731142""",0,4.07,Small Beer Press,Hardcover,335,2016,2016,,2019/08/08,to-read,to-read (#232),to-read,,,,0,,,0,,,,,
23444482,"The Traitor Baru Cormorant (The Masquerade, #1)",Seth Dickinson,"Dickinson, Seth",,"=""0765380722""","=""9780765380722""",0,4.07,Tor Books / Tom Doherty Associates ,Hardcover,399,2015,2015,,2019/08/08,to-read,to-read (#231),to-read,,,,0,,,0,,,,,
35994830,Kings of Paradise (Ash and Sand #1),Richard Nell,"Nell, Richard",,"=""""","=""""",0,4.29,,Kindle Edition,601,2017,2017,,2019/08/08,to-read,to-read (#230),to-read,,,,0,,,0,,,,,
7767021,"Who Fears Death (Who Fears Death, #1)",Nnedi Okorafor,"Okorafor, Nnedi",,"=""075640617X""","=""9780756406172""",0,3.96,DAW Hardcover,Hardcover,386,2010,2010,,2019/08/08,to-read,to-read (#229),to-read,,,,0,,,0,,,,,
30841984,"Kings of the Wyld (The Band, #1)",Nicholas Eames,"Eames, Nicholas",,"=""0316362476""","=""9780316362474""",0,4.33,Orbit,Paperback,502,2017,2017,,2019/08/08,to-read,to-read (#228),to-read,,,,0,,,0,,,,,
13616278,"The Red Knight (The Traitor Son Cycle, #1)",Miles  Cameron,"Cameron, Miles",,"=""0575113294""","=""9780575113299""",0,4.11,Gollancz,Paperback,650,2012,2012,,2019/08/08,to-read,to-read (#227),to-read,,,,0,,,0,,,,,
9461562,"The Cloud Roads (Books of the Raksura, #1)",Martha Wells,"Wells, Martha",,"=""1597802166""","=""9781597802161""",0,3.96,Night Shade Books,Paperback,278,2011,2011,,2019/08/08,to-read,to-read (#226),to-read,,,,0,,,0,,,,,
6101718,"The Magicians (The Magicians, #1)",Lev Grossman,"Grossman, Lev",,"=""0670020559""","=""9780670020553""",0,3.51,Viking,Hardcover,402,2009,2009,,2019/08/08,to-read,to-read (#225),to-read,,,,0,,,0,,,,,
9359818,"God's War (Bel Dame Apocrypha, #1)",Kameron Hurley,"Hurley, Kameron",,"=""159780214X""","=""9781597802147""",0,3.65,Night Shade Books,Paperback,288,2011,2010,,2019/08/08,to-read,to-read (#224),to-read,,,,0,,,0,,,,,
28660,"The Curse of the Mistwraith (Wars of Light and Shadow, #1)",Janny Wurts,"Wurts, Janny",,"=""0586210695""","=""9780586210697""",0,3.76,HarperCollins,Mass Market Paperback,830,2009,1993,,2019/08/08,to-read,to-read (#223),to-read,,,,0,,,0,,,,,
43587154,"Jade City (The Green Bone Saga, #1)",Fonda Lee,"Lee, Fonda",,"=""0316440884""","=""9780316440882""",0,4.01,Orbit,Paperback,560,2018,2017,,2019/08/08,to-read,to-read (#222),to-read,,,,0,,,0,,,,,
41952489,"The Rage of Dragons (The Burning, #1)",Evan Winter,"Winter, Evan",,"=""031648976X""","=""9780316489768""",0,4.39,Orbit,Hardcover,544,2019,2019,,2019/08/08,to-read,to-read (#221),to-read,,,,0,,,0,,,,,
33916060,"Blackwing (Raven's Mark, #1)",Ed McDonald,"McDonald, Ed",,"=""0399587799""","=""9780399587795""",0,4.14,Ace Books,Paperback,360,2017,2017,,2019/08/08,to-read,to-read (#220),to-read,,,,0,,,0,,,,,
20518872,The Three-Body Problem (Remembrance of Earth’s Past #1),Liu Cixin,"Cixin, Liu","Cixin Liu, Ken Liu","=""0765377063""","=""9780765377067""",0,4.06,Tor Books,Hardcover,399,2014,2014,,2019/08/08,to-read,to-read (#219),to-read,,,,0,,,0,,,,,
27206615,"The Forgetting Moon (The Five Warrior Angels, #1)",Brian Lee Durfee,"Durfee, Brian Lee",,"=""1481465228""","=""9781481465229""",0,3.92,Gallery / Saga Press,Hardcover,800,2016,2016,,2019/08/08,to-read,to-read (#218),to-read,,,,0,,,0,,,,,
