Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
175983,"Memories of Ice (Malazan Book of the Fallen, #3)",Steven Erikson,"Erikson, Steven",,"=""0765348802""","=""9780765348807""",4,4.42,Tor Fantasy,Mass Market Paperback,925,2006,2001,2013/11/18,2014/02/24,,,read,,,,1,,,0,,,,,
55398,"House of Chains (Malazan Book of the Fallen, #4)",Steven Erikson,"Erikson, Steven",,"=""0765348810""","=""9780765348814""",4,4.33,Tor Fantasy,Mass Market Paperback,1021,2007,2002,2013/11/29,2014/02/24,,,read,,,,1,,,0,,,,,
478951,"The Bonehunters (Malazan Book of the Fallen, #6)",Steven Erikson,"Erikson, Steven",,"=""0553813153""","=""9780553813159""",4,4.44,Bantam,Mass Market Paperback,1232,2007,2006,2013/12/19,2014/02/24,,,read,,,,1,,,0,,,,,
345299,"Midnight Tides (Malazan Book of the Fallen, #5)",Steven Erikson,"Erikson, Steven",,"=""0553813145""","=""9780553813142""",4,4.37,Bantam,Paperback,960,2005,2004,2013/12/06,2014/02/24,,,read,,,,1,,,0,,,,,
459064,"Reaper's Gale (Malazan Book of the Fallen, #7)",Steven Erikson,"Erikson, Steven",,"=""0593046315""","=""9780593046319""",4,4.37,Bantam Press,Hardcover,928,2007,2007,2013/12/26,2014/02/24,,,read,,,,1,,,0,,,,,
55399,"Gardens of the Moon (Malazan Book of the Fallen, #1)",Steven Erikson,"Erikson, Steven",,"=""0765348780""","=""9780765348784""",5,3.88,Tor Books,Mass Market Paperback,657,2005,1999,2013/11/02,2014/02/24,,,read,,,,1,,,0,,,,,
18007533,One More Thing: Stories and Other Stories,B.J. Novak,"Novak, B.J.","Rainn Wilson, Jenna Fischer, Jason Scxhwartzman, Katy Perry, Lena Dunham, Mindy Kaling","=""0385351836""","=""9780385351836""",0,3.67,Knopf,Hardcover,288,2014,2014,,2014/02/24,to-read,to-read (#34),to-read,,,,0,,,0,,,,,
2526,Blindness,José Saramago,"Saramago, José",Giovanni Pontiero,"=""0156007754""","=""9780156007757""",0,4.11,Mariner Books,Paperback,326,1999,1995,,2014/02/24,to-read,to-read (#33),to-read,,,,0,,,0,,,,,
433567,Flatland: A Romance of Many Dimensions,Edwin A. Abbott,"Abbott, Edwin A.",Banesh Hoffmann,"=""048627263X""","=""9780486272634""",0,3.82,"Dover Publications, Inc.",Paperback,96,1992,1884,,2014/02/24,to-read,to-read (#32),to-read,,,,0,,,0,,,,,
17214,Starship Troopers,Robert A. Heinlein,"Heinlein, Robert A.",,"=""0441783589""","=""9780441783588""",0,4.01,Ace Book,Mass Market Paperback,335,1987,1959,,2014/02/24,to-read,to-read (#31),to-read,,,,0,,,0,,,,,
41804,"I, Robot (Robot, #0.1)",Isaac Asimov,"Asimov, Isaac",,"=""0553803700""","=""9780553803709""",0,4.19,Spectra,Hardcover,224,2004,1950,,2014/02/24,to-read,to-read (#30),to-read,,,,0,,,0,,,,,
6690798,"The Passage (The Passage, #1)",Justin Cronin,"Cronin, Justin",Dominique Haas,"=""0345504968""","=""9780345504968""",0,4.04,Ballantine Books,Hardcover,766,2010,2010,,2014/02/24,to-read,to-read (#29),to-read,,,,0,,,0,,,,,
6334,Never Let Me Go,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""1400078776""","=""9781400078776""",0,3.82,Vintage Books ,Paperback,288,2010,2005,,2014/02/24,to-read,to-read (#28),to-read,,,,0,,,0,,,,,
95558,Solaris,Stanisław Lem,"Lem, Stanisław","Joanna Kilmartin, Steve Cox","=""""","=""""",0,3.98,Harcourt,Paperback,204,2002,1961,,2014/02/24,to-read,to-read (#27),to-read,,,,0,,,0,,,,,
18373,Flowers for Algernon,Daniel Keyes,"Keyes, Daniel",,"=""0156030306""","=""9780156030304""",0,4.12,Harvest Books,Paperback,311,2005,1966,,2014/02/24,to-read,to-read (#26),to-read,,,,0,,,0,,,,,
47212,"Storm Front (The Dresden Files, #1)",Jim Butcher,"Butcher, Jim",,"=""0451457811""","=""9780451457813""",0,4.01,Penguin ROC,Mass Market Paperback,384,2000,2000,,2014/02/24,to-read,to-read (#25),to-read,,,,0,,,0,,,,,
23754,"Preludes & Nocturnes (The Sandman, #1)",Neil Gaiman,"Gaiman, Neil","Sam Kieth, Mike Dringenberg, Malcolm Jones III, Todd Klein, Karen  Berger","=""1563892278""","=""9781563892271""",0,4.24,Vertigo,Hardcover,233,1998,1989,,2014/02/24,to-read,to-read (#24),to-read,,,,0,,,0,,,,,
19063,The Book Thief,Markus Zusak,"Zusak, Markus",,"=""0375831002""","=""9780375831003""",0,4.37,Alfred A. Knopf,Hardcover,552,2006,2005,,2014/02/24,to-read,to-read (#23),to-read,,,,0,,,0,,,,,
256566,Everything Is Illuminated,Jonathan Safran Foer,"Foer, Jonathan Safran",,"=""0060529709""","=""9780060529703""",0,3.90,Harper Perennial,Paperback,276,2003,2002,,2014/02/24,to-read,to-read (#22),to-read,,,,0,,,0,,,,,
865,The Alchemist,Paulo Coelho,"Coelho, Paulo","Alan R. Clarke, Özdemir İnce","=""0061122416""","=""9780061122415""",0,3.86,HarperCollins,Paperback,197,1993,1988,,2014/02/24,to-read,to-read (#21),to-read,,,,0,,,0,,,,,
168668,"Catch-22 (Catch-22, #1)",Joseph Heller,"Heller, Joseph",,"=""0684833395""","=""9780684833392""",0,3.98,Simon & Schuster ,Paperback,453,2004,1961,,2014/02/24,to-read,to-read (#20),to-read,,,,0,,,0,,,,,
12749,"Swann's Way (In Search of Lost Time, #1)",Marcel Proust,"Proust, Marcel",Lydia Davis,"=""0142437964""","=""9780142437964""",0,4.14,Penguin Classics,Paperback,492,2004,1913,,2014/02/24,to-read,to-read (#19),to-read,,,,0,,,0,,,,,
1741089,"Wolf in Shadow (Jon Shannow, #1)",David Gemmell,"Gemmell, David",,"=""0099534703""","=""9780099534709""",0,4.18,Arrow,Paperback,326,1987,1987,,2014/02/24,to-read,to-read (#18),to-read,,,,0,,,0,,,,,
4954,You Shall Know Our Velocity!,Dave Eggers,"Eggers, Dave",,"=""1400033543""","=""9781400033546""",0,3.63,Vintage,Paperback,401,2003,2002,,2014/02/24,to-read,to-read (#17),to-read,,,,0,,,0,,,,,
6288,The Road,Cormac McCarthy,"McCarthy, Cormac",,"=""0307265439""","=""9780307265432""",0,3.97,Alfred A. Knopf,Hardcover,241,2006,2006,,2014/02/24,to-read,to-read (#16),to-read,,,,0,,,0,,,,,
13624688,The Time Keeper,Mitch Albom,"Albom, Mitch",,"=""1401322786""","=""9781401322786""",0,3.86,Hachette Books,Hardcover,224,2012,2012,,2014/02/24,to-read,to-read (#15),to-read,,,,0,,,0,,,,,
3304435,Invisible Monsters,Chuck Palahniuk,"Palahniuk, Chuck",,"=""""","=""""",0,4.01,W.W. Norton & Company,Paperback,297,1999,1999,,2014/02/24,to-read,to-read (#14),to-read,,,,0,,,0,,,,,
320,One Hundred Years of Solitude,Gabriel García Márquez,"Márquez, Gabriel García",Gregory Rabassa,"=""""","=""""",0,4.07,Harper,Hardcover,417,2003,1967,,2014/02/24,to-read,to-read (#2),to-read,,,,0,,,0,,,,,
49628,Cloud Atlas,David Mitchell,"Mitchell, David",,"=""0375507256""","=""9780375507250""",0,4.02,Random House,Paperback,509,2004,2004,,2014/02/24,to-read,to-read (#13),to-read,,,,0,,,0,,,,,
5470,1984,George Orwell,"Orwell, George",Erich Fromm,"=""""","=""""",0,4.18,New American Library,Mass Market Paperback,328,1950,1949,,2014/02/24,to-read,to-read (#12),to-read,,,,0,,,0,,,,,
4671,The Great Gatsby,F. Scott Fitzgerald,"Fitzgerald, F. Scott",Francis Scott Fitzgerald,"=""""","=""""",0,3.91,Scribner,Paperback,200,2004,1925,,2014/02/24,to-read,to-read (#11),to-read,,,,0,,,0,,,,,
9590,"God Bless You, Mr. Rosewater",Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""0385333471""","=""9780385333474""",0,3.96,Dial Press,Paperback,288,1998,1965,,2014/02/24,to-read,to-read (#10),to-read,,,,0,,,0,,,,,
394535,"Blood Meridian, or the Evening Redness in the West",Cormac McCarthy,"McCarthy, Cormac",,"=""0679728759""","=""9780679728757""",0,4.17,Vintage Books,Paperback,337,1992,1985,,2014/02/24,to-read,to-read (#9),to-read,,,,0,,,0,,,,,
49221,A Grief Observed,C.S. Lewis,"Lewis, C.S.",,"=""0060652381""","=""9780060652388""",0,4.20,HarperOne,Paperback,112,2015,1961,,2014/02/24,to-read,to-read (#8),to-read,,,,0,,,0,,,,,
157993,The Little Prince,Antoine de Saint-Exupéry,"Saint-Exupéry, Antoine de","Richard Howard, Nguyễn Thành Vũ","=""""","=""""",0,4.30,"Harcourt, Inc.",Paperback,93,2000,1943,,2014/02/24,to-read,to-read (#7),to-read,,,,0,,,0,,,,,
3876,The Sun Also Rises,Ernest Hemingway,"Hemingway, Ernest",,"=""""","=""""",0,3.82,Pan Books,Paperback,189,1957,1926,,2014/02/24,to-read,to-read (#6),to-read,,,,0,,,0,,,,,
13707578,"Paleofantasy: What Evolution Really Tells Us about Sex, Diet, and How We Live",Marlene Zuk,"Zuk, Marlene",,"=""0393081370""","=""9780393081374""",0,3.69,W. W. Norton  Company,Hardcover,328,2013,2013,,2014/02/24,to-read,to-read (#5),to-read,,,,0,,,0,,,,,
77887,"Sun of Suns (Virga, #1)",Karl Schroeder,"Schroeder, Karl",,"=""0765315432""","=""9780765315434""",0,3.74,Tor Books,Hardcover,318,2006,2006,,2014/02/24,to-read,to-read (#4),to-read,,,,0,,,0,,,,,
61179,"Ringworld (Ringworld, #1)",Larry Niven,"Niven, Larry",,"=""0575077026""","=""9780575077027""",0,3.96,Gollancz,Paperback,288,2005,1970,,2014/02/24,to-read,to-read (#3),to-read,,,,0,,,0,,,,,
