Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
18619684,The Time Traveler's Wife,Audrey Niffenegger,"Niffenegger, Audrey",,"=""""","=""9781939126016""",5,3.97,Zola Books,ebook,500,2013,2003,,2019/05/02,favorites,favorites (#36),read,,,,0,,,0,,,,,
25814512,Everyone Brave is Forgiven,Chris Cleave,"Cleave, Chris",,"=""1501124374""","=""9781501124372""",5,3.78,Simon  Schuster,Hardcover,418,2016,2016,,2017/12/14,favorites,favorites (#45),read,,,,1,,,0,,,,,
6426472,The Confessions of Edward Day,Valerie Martin,"Martin, Valerie",,"=""0385525842""","=""9780385525848""",5,3.48,Nan A. Talese,Hardcover,304,2009,2009,,2012/04/13,favorites,favorites (#44),read,,,,1,,,0,,,,,
5941033,Let the Great World Spin,Colum McCann,"McCann, Colum",,"=""1400063736""","=""9781400063734""",5,3.95,Random House,Hardcover,351,2009,2009,,2019/05/02,favorites,favorites (#43),read,,,,1,,,0,,,,,
24612118,Fates and Furies,Lauren Groff,"Groff, Lauren",,"=""1594634475""","=""9781594634475""",5,3.57,Riverhead Books,Hardcover,390,2015,2015,,2019/05/02,favorites,favorites (#42),read,,,,1,,,0,,,,,
18770398,Night Film,Marisha Pessl,"Pessl, Marisha",,"=""0812979788""","=""9780812979787""",5,3.78,Random House Trade Paperbacks,Paperback,640,2014,2013,2014/01/01,2019/05/01,favorites,favorites (#41),read,,,,1,,,0,,,,,
6464937,Too Much Happiness,Alice Munro,"Munro, Alice",,"=""0307269760""","=""9780307269768""",5,3.82,Knopf,Hardcover,304,2009,2009,,2012/04/13,favorites,favorites (#40),read,,,,1,,,0,,,,,
26795307,Moonglow,Michael Chabon,"Chabon, Michael",,"=""0062225553""","=""9780062225559""",5,3.81,Harper,Hardcover,430,2016,2016,,2017/10/30,favorites,favorites (#39),read,,,,1,,,0,,,,,
131359,"Death on the Nile (Hercule Poirot, #17)",Agatha Christie,"Christie, Agatha",,"=""0553119222""","=""9780553119220""",5,4.10,Bantam Books,Paperback,214,1978,1937,,2017/11/29,favorites,favorites (#38),read,,,,1,,,0,,,,,
22015256,Man at the Helm,Nina Stibbe,"Stibbe, Nina",,"=""0241003156""","=""9780241003152""",5,3.59,Penguin Viking,Hardcover,313,2014,2014,,2017/10/30,favorites,favorites (#37),read,,,,1,,,0,,,,,
10644930,11/22/63,Stephen King,"King, Stephen",,"=""1451627289""","=""9781451627282""",5,4.31,Scribner,Hardcover,849,2011,2011,,2017/10/30,favorites,favorites (#35),read,,,,1,,,0,,,,,
7331435,A Visit from the Goon Squad,Jennifer Egan,"Egan, Jennifer",,"=""0307592839""","=""9780307592835""",5,3.66,Knopf,Hardcover,288,2010,2010,,2012/04/13,favorites,favorites (#34),read,,,,1,,,0,,,,,
297673,The Brief Wondrous Life of Oscar Wao,Junot Díaz,"Díaz, Junot",,"=""1594489580""","=""9781594489587""",5,3.90,Riverhead Books,Hardcover,335,2007,2007,,2012/04/13,favorites,favorites (#33),read,,,,1,,,0,,,,,
5439,Interpreter of Maladies,Jhumpa Lahiri,"Lahiri, Jhumpa",,"=""0618101365""","=""9780618101368""",5,4.14,Houghton Mifflin Harcourt,Paperback,198,2000,1999,,2012/04/13,favorites,favorites (#32),read,,,,1,,,0,,,,,
13055592,Redshirts,John Scalzi,"Scalzi, John",,"=""0765316994""","=""9780765316998""",5,3.85,Tor Books,Hardcover,320,2012,2012,,2017/12/14,favorites,favorites (#30),read,,,,1,,,0,,,,,
16328,"The Murder of Roger Ackroyd (Hercule Poirot, #4)",Agatha Christie,"Christie, Agatha",,"=""1579126278""","=""9781579126278""",5,4.24,Black Dog & Leventhal Publishers,Hardcover,288,2006,1926,,2017/11/29,favorites,favorites (#29),read,,,,1,,,0,,,,,
16298,"A Murder Is Announced (Miss Marple, #5)",Agatha Christie,"Christie, Agatha",,"=""1579126294""","=""9781579126292""",5,3.98,Black Dog & Leventhal Publishers,Hardcover,288,2006,1950,,2017/11/29,,,read,,,,1,,,0,,,,,
20821087,The Paying Guests,Sarah Waters,"Waters, Sarah",,"=""1594633118""","=""9781594633119""",5,3.41,Riverhead Books,Hardcover,564,2014,2014,,2018/12/20,favorites,favorites (#28),read,,,,1,,,0,,,,,
20170404,Station Eleven,Emily St. John Mandel,"Mandel, Emily St. John",,"=""0385353308""","=""9780385353304""",5,4.04,Knopf,Hardcover,336,2014,2014,,2018/09/08,favorites,favorites (#26),read,,,,1,,,0,,,,,
187020,Empire Falls,Richard Russo,"Russo, Richard",,"=""0375726403""","=""9780375726408""",5,3.93,Vintage,Paperback,483,2002,2001,,2017/12/14,favorites,favorites (#25),read,,,,1,,,0,,,,,
16579,The Barrytown Trilogy: The Commitments / The Snapper / The Van,Roddy Doyle,"Doyle, Roddy",,"=""0140252622""","=""9780140252620""",5,4.28,Penguin Books,Paperback,633,1995,1993,2016/11/02,2012/04/13,favorites,favorites (#24),read,,,,1,,,0,,,,,
17333223,The Goldfinch,Donna Tartt,"Tartt, Donna",,"=""0316055433""","=""9780316055437""",5,3.91,"Little, Brown",Hardcover,771,2013,2013,,2016/11/02,favorites,favorites (#23),read,,,,1,,,0,,,,,
19089,Middlemarch,George Eliot,"Eliot, George",Michel Faber,"=""0451529170""","=""9780451529176""",5,3.96,Signet,Paperback,904,2004,1871,,2013/02/12,favorites,favorites (#22),read,,,,1,,,0,,,,,
17899948,Rebecca,Daphne du Maurier,"Maurier, Daphne du",,"=""0316323705""","=""9780316323703""",5,4.23,"Little, Brown and Company",ebook,449,2013,1938,,2017/10/30,favorites,favorites (#21),read,,,,1,,,0,,,,,
10964693,The Marriage Plot,Jeffrey Eugenides,"Eugenides, Jeffrey",,"=""0374203059""","=""9780374203054""",5,3.44,Farrar Straus Giroux,Hardcover,406,2011,2011,,2017/11/29,favorites,favorites (#20),read,,,,1,,,0,,,,,
21787,The Princess Bride,William Goldman,"Goldman, William",,"=""0345418263""","=""9780345418265""",5,4.26,Ballantine Books,Paperback,456,2003,1973,,2012/04/13,favorites,favorites (#19),read,,,,1,,,0,,,,,
4830,Shalimar the Clown,Salman Rushdie,"Rushdie, Salman",,"=""0679783482""","=""9780679783480""",5,3.88,Random House Trade,Paperback,398,2006,2005,,2019/05/02,favorites,favorites (#18),read,,,,1,,,0,,,,,
227593,Three Junes,Julia Glass,"Glass, Julia",,"=""0385721420""","=""9780385721424""",5,3.57,Anchor,Paperback,368,2003,2002,,2012/04/13,favorites,favorites (#17),read,,,,1,,,0,,,,,
721867,Wise Children,Angela Carter,"Carter, Angela",,"=""014017530X""","=""9780140175301""",5,3.94,Penguin,Paperback,240,1993,1991,,2012/04/13,favorites,favorites (#16),read,,,,1,,,0,,,,,
2657,"To Kill a Mockingbird (To Kill a Mockingbird, #1)",Harper Lee,"Lee, Harper",,"=""""","=""""",5,4.27,Harper Perennial Modern Classics,Paperback,324,2006,1960,,2017/11/29,favorites,favorites (#15),read,,,,1,,,0,,,,,
3679,On Beauty,Zadie Smith,"Smith, Zadie",,"=""0143037749""","=""9780143037743""",5,3.73,Penguin Books,Paperback,445,2006,2005,,2012/04/13,favorites,favorites (#14),read,,,,1,,,0,,,,,
116971,"Busman's Honeymoon (Lord Peter Wimsey, #13)",Dorothy L. Sayers,"Sayers, Dorothy L.",,"=""0061043516""","=""9780061043512""",5,4.28,HarperTorch,Paperback,409,2006,1937,,2017/11/29,favorites,favorites (#13),read,,,,1,,,0,,,,,
16160797,The Cuckoo's Calling,Robert Galbraith,"Galbraith, Robert",J.K. Rowling,"=""0316206849""","=""9780316206846""",5,3.86,"Mulholland Books / Little, Brown and Company",Hardcover,456,2013,2013,,2017/11/29,favorites,favorites (#12),read,,,,1,,,0,,,,,
13526165,"Where'd You Go, Bernadette",Maria Semple,"Semple, Maria",,"=""0316204277""","=""9780316204279""",5,3.90,"Little, Brown and Company",Hardcover,330,2012,2012,,2017/11/29,favorites,favorites (#11),read,,,,1,,,0,,,,,
3985,The Amazing Adventures of Kavalier & Clay,Michael Chabon,"Chabon, Michael",,"=""0312282990""","=""9780312282998""",5,4.18,Picador USA,Paperback,639,2001,2000,,2012/04/13,favorites,favorites (#10),read,,,,1,,,0,,,,,
3087,A Room with a View,E.M. Forster,"Forster, E.M.",,"=""1420925431""","=""9781420925432""",5,3.91,Digireads.com,Paperback,119,2005,1908,,2012/04/13,favorites,favorites (#9),read,,,,1,,,0,,,,,
7146335,Skippy Dies,Paul Murray,"Murray, Paul",,"=""0241141826""","=""9780241141823""",5,3.72,Hamish Hamilton,Paperback,661,2010,2010,,2012/04/13,favorites,favorites (#8),read,,,,1,,,0,,,,,
16243,Case Histories (Jackson Brodie #1),Kate Atkinson,"Atkinson, Kate",,"=""0316010707""","=""9780316010702""",5,3.83,Back Bay Books,Paperback,389,2005,2004,,2012/04/13,favorites,favorites (#6),read,,,,1,,,0,,,,,
31242,Bleak House,Charles Dickens,"Dickens, Charles","Nicola Bradbury, Hablot Knight Browne","=""0143037617""","=""9780143037613""",5,4.01,Penguin Books,Paperback,1017,2006,1853,,2012/04/13,favorites,favorites (#5),read,,,,1,,,0,,,,,
25584834,Fingersmith,Sarah Waters,"Waters, Sarah",,"=""1573229725""","=""9781573229722""",5,4.03,Riverhead Books,Paperback,582,2002,2002,,2018/12/20,favorites,favorites (#4),read,,,,1,,,0,,,,,
10210,Jane Eyre,Charlotte Brontë,"Brontë, Charlotte",Michael Mason,"=""0142437204""","=""9780142437209""",5,4.12,Penguin,Paperback,532,2003,1847,,2018/09/08,favorites,favorites (#2),read,,,,1,,,0,,,,,
11447921,Beautiful Ruins,Jess Walter,"Walter, Jess",,"=""0061928127""","=""9780061928123""",5,3.68,Harper,Hardcover,337,2012,2012,,2013/02/12,favorites,favorites (#1),read,,,,1,,,0,,,,,
36991825,Transcription,Kate Atkinson,"Atkinson, Kate",,"=""0857525883""","=""9780857525888""",4,3.50,Transworld Publishers Ltd ,Hardcover,337,2018,2018,,2018/06/01,,,read,,,,1,,,0,,,,,
34942741,"The Consuming Fire (The Interdependency, #2)",John Scalzi,"Scalzi, John",,"=""""","=""""",4,4.23,Tor Books,Kindle Edition,336,2018,2018,,2019/01/16,,,read,,,,1,,,0,,,,,
38355410,Elevation,Stephen King,"King, Stephen",Mark Edward Geyer,"=""1982102314""","=""9781982102319""",4,3.67,Scribner ,Hardcover,146,2018,2018,,2019/01/16,,,read,,,,1,,,0,,,,,
33916024,Sourdough,Robin Sloan,"Sloan, Robin",,"=""0374203105""","=""9780374203108""",3,3.76,"MCD Farrar, Straus and Giroux",Hardcover,259,2017,2017,,2019/01/16,,,read,,,,1,,,0,,,,,
16071745,"Someday, Someday, Maybe",Lauren Graham,"Graham, Lauren",,"=""0345532740""","=""9780345532749""",3,3.51,Ballantine Books,Hardcover,340,2013,2013,,2019/01/16,,,read,,,,1,,,0,,,,,
39720991,The Witch Elm,Tana French,"French, Tana",,"=""0735224633""","=""9780735224636""",5,3.54,Viking,ebook,464,2018,2018,,2018/06/01,,,read,,,,1,,,0,,,,,
28170940,"Lethal White (Cormoran Strike, #4)",Robert Galbraith,"Galbraith, Robert",J.K. Rowling,"=""0751572853""","=""9780751572858""",5,4.25,Sphere,Hardcover,650,2018,2018,,2017/11/29,,,read,,,,1,,,0,,,,,
37570554,"Miss Kopp Just Won't Quit (Kopp Sisters, #4)",Amy  Stewart,"Stewart, Amy",,"=""1328736512""","=""9781328736512""",3,3.94,Houghton Mifflin Harcourt,Hardcover,309,2018,2018,,2019/01/16,,,read,,,,1,,,0,,,,,
6969,Emma,Jane Austen,"Austen, Jane",Fiona Stafford,"=""0141439580""","=""9780141439587""",4,4.00,Penguin Books,Paperback,474,2003,1815,,2019/03/19,,,read,,,,1,,,0,,,,,
37678008,The Mermaid and Mrs. Hancock,Imogen Hermes Gowar,"Gowar, Imogen Hermes",,"=""0062859951""","=""9780062859952""",4,3.60,Harper,Hardcover,487,2018,2018,,2019/01/16,,,read,,,,1,,,0,,,,,
32337896,A House Among the Trees,Julia Glass,"Glass, Julia",,"=""1101870362""","=""9781101870365""",3,3.51,Pantheon Books,Hardcover,352,2017,2017,,2019/01/16,,,read,,,,1,,,0,,,,,
35297339,Asymmetry,Lisa Halliday,"Halliday, Lisa",,"=""150116676X""","=""9781501166761""",4,3.49,Simon & Schuster,Hardcover,277,2018,2018,,2019/01/16,,,read,,,,1,,,0,,,,,
36373413,Dear Mrs. Bird,A.J. Pearce,"Pearce, A.J.",,"=""""","=""""",4,3.80,Scribner,Hardcover,281,2018,2018,2019/04/01,2019/04/30,,,read,,,,1,,,0,,,,,
38819868,"My Sister, the Serial Killer",Oyinkan Braithwaite,"Braithwaite, Oyinkan",,"=""0385544235""","=""9780385544238""",4,3.77,Doubleday Books,Hardcover,226,2018,2017,2019/04/01,2019/04/30,,,read,,,,1,,,0,,,,,
22716447,Why Not Me?,Mindy Kaling,"Kaling, Mindy",,"=""0804138141""","=""9780804138147""",3,3.91,Crown Archetype,Hardcover,228,2015,2015,2017/01/01,2019/05/01,,,read,,,,1,,,0,,,,,
4981,Slaughterhouse-Five,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""0385333846""","=""9780385333849""",3,4.07,Dial Press,Paperback,275,1999,1969,1999/01/01,2019/05/01,,,read,,,,1,,,0,,,,,
18405,Gone with the Wind,Margaret Mitchell,"Mitchell, Margaret",,"=""0446675539""","=""9780446675536""",4,4.29,Warner Books,Paperback,1037,1999,1936,2004/01/01,2019/05/01,,,read,,,,1,,,0,,,,,
332613,One Flew Over the Cuckoo's Nest,Ken Kesey,"Kesey, Ken",,"=""""","=""""",3,4.19,Signet,Mass Market Paperback,325,1963,1962,2003/01/01,2019/05/01,,,read,,,,1,,,0,,,,,
7604,Lolita,Vladimir Nabokov,"Nabokov, Vladimir",Craig Raine,"=""""","=""""",3,3.89,Penguin,Paperback,331,1995,1955,2003/01/01,2019/05/01,,,read,,,,1,,,0,,,,,
117833,The Master and Margarita,Mikhail Bulgakov,"Bulgakov, Mikhail","Diana Lewis Burgin, Katherine Tiernan O'Connor, Ellendea Proffer","=""0679760806""","=""9780679760801""",3,4.30,Vintage International,Paperback,335,1996,1967,2003/01/01,2019/05/01,,,read,,,,1,,,0,,,,,
3867,The History of Love,Nicole Krauss,"Krauss, Nicole",,"=""0393328627""","=""9780393328622""",3,3.92,Norton,Paperback,255,2006,2005,2006/01/01,2019/05/01,,,read,,,,1,,,0,,,,,
133518,The Things They Carried,Tim O'Brien,"O'Brien, Tim",,"=""0767902890""","=""9780767902892""",4,4.13,Broadway Books,Paperback,246,1998,1990,2002/01/01,2019/05/01,,,read,,,,1,,,0,,,,,
45195,A Passage to India,E.M. Forster,"Forster, E.M.","Pankaj Mishra, Oliver Stallybrass","=""014144116X""","=""9780141441160""",3,3.68,Penguin Books,Paperback,376,2005,1924,2011/01/01,2019/05/01,,,read,,,,1,,,0,,,,,
18373,Flowers for Algernon,Daniel Keyes,"Keyes, Daniel",,"=""0156030306""","=""9780156030304""",5,4.12,Harvest Books,Paperback,311,2005,1966,2005/01/01,2019/05/01,,,read,,,,1,,,0,,,,,
930,Memoirs of a Geisha,Arthur Golden,"Golden, Arthur",,"=""0739326228""","=""9780739326220""",3,4.11,Random House Large Print Publishing,Hardcover,434,2005,1997,2006/01/01,2019/05/01,,,read,,,,1,,,0,,,,,
22749994,Funny Girl,Nick Hornby,"Hornby, Nick",,"=""1594205418""","=""9781594205415""",4,3.38,Riverhead Books,Hardcover,452,2015,2014,2015/01/01,2019/05/01,,,read,,,,1,,,0,,,,,
6224826,"Juliet, Naked",Nick Hornby,"Hornby, Nick",,"=""1594488878""","=""9781594488870""",3,3.49,Riverhead Books,Hardcover,406,2009,2009,2010/01/01,2019/05/01,,,read,,,,1,,,0,,,,,
6514,The Bell Jar,Sylvia Plath,"Plath, Sylvia",,"=""""","=""""",3,4.00,Harper Perennial Modern Classics,Paperback,294,2006,1963,2010/01/01,2019/05/01,,,read,,,,1,,,0,,,,,
18693763,Everything I Never Told You,Celeste Ng,"Ng, Celeste",,"=""159420571X""","=""9781594205712""",3,3.85,Penguin Press,Hardcover,292,2014,2014,2015/01/01,2019/05/01,,,read,,,,1,,,0,,,,,
26135825,Fun Home: A Family Tragicomic,Alison Bechdel,"Bechdel, Alison",,"=""0618871713""","=""9780618871711""",5,4.08,Mariner Books,Paperback,232,2007,2006,2014/01/01,2019/05/01,,,read,,,,1,,,0,,,,,
3483,Special Topics in Calamity Physics,Marisha Pessl,"Pessl, Marisha",,"=""067003777X""","=""9780670037773""",4,3.71,Penguin Books Ltd,Hardcover,514,2006,2006,2005/01/01,2019/05/01,,,read,,,,1,,,0,,,,,
3636,"The Giver (The Giver, #1)",Lois Lowry,"Lowry, Lois",,"=""0385732554""","=""9780385732550""",4,4.13,Ember,Paperback,208,2006,1993,,2019/05/01,,,read,,,,1,,,0,,,,,
17728,The House of Mirth,Edith Wharton,"Wharton, Edith",Nina Bawden,"=""1844082938""","=""9781844082933""",3,3.95,Virago,Paperback,351,2006,1905,,2019/05/01,,,read,,,,1,,,0,,,,,
6319,The BFG,Roald Dahl,"Dahl, Roald",Quentin Blake,"=""0141311371""","=""9780141311371""",4,4.23,Puffin Books,Paperback,199,2001,1982,,2019/05/01,,,read,,,,1,,,0,,,,,
10964,"Outlander (Outlander, #1)",Diana Gabaldon,"Gabaldon, Diana",,"=""0440242940""","=""9780440242949""",4,4.23,Dell Publishing Company,Mass Market Paperback,850,2005,1991,,2019/05/01,,,read,,,,1,,,0,,,,,
37470,"The Other Boleyn Girl (The Plantagenet and Tudor Novels, #9)",Philippa Gregory,"Gregory, Philippa",,"=""""","=""""",4,4.06,Washington Square Press,Paperback,661,2003,2001,,2019/05/01,,,read,,,,1,,,0,,,,,
36809135,Where the Crawdads Sing,Delia Owens,"Owens, Delia",,"=""0735219117""","=""9780735219113""",5,4.49,G.P. Putnam’s Sons,ebook,384,2018,2018,2019/05/01,2019/04/30,,,read,,,,1,,,0,,,,,
34409176,The Dreamers,Karen Thompson Walker,"Walker, Karen Thompson",,"=""0812994167""","=""9780812994162""",3,3.65,Random House,Hardcover,303,2019,2019,2019/03/27,2019/01/16,,,read,,,,1,,,0,,,,,
37539457,Normal People,Sally Rooney,"Rooney, Sally",,"=""0571334644""","=""9780571334643""",0,3.88,Faber & Faber,Hardcover,266,2018,2018,,2019/03/27,to-read,to-read (#19),to-read,,,,0,,,0,,,,,
6219656,The Lottery,Shirley Jackson,"Jackson, Shirley",,"=""1563127873""","=""9781563127878""",5,4.09,Perfection Learning,Paperback,30,1990,1948,,2019/03/27,,,read,,,,1,,,0,,,,,
30688435,Exit West,Mohsin Hamid,"Hamid, Mohsin",,"=""0735212171""","=""9780735212176""",0,3.79,Riverhead,Hardcover,231,2017,2017,,2018/09/08,to-read,to-read (#18),to-read,,,,0,,,0,,,,,
32489959,Paradise Lodge,Nina Stibbe,"Stibbe, Nina",,"=""0241974925""","=""9780241974926""",4,3.77,Penguin,Paperback,288,2017,2016,,2017/10/30,,,read,,,,1,,,0,,,,,
274975,Mary Reilly,Valerie Martin,"Martin, Valerie",,"=""0349117810""","=""9780349117812""",4,3.64,Abacus,Paperback,256,2004,1990,,2019/03/01,,,read,,,,1,,,0,,,,,
40605609,Property,Valerie Martin,"Martin, Valerie",,"=""""","=""""",4,3.68,Vintage,Kindle Edition,210,2007,2003,,2019/03/01,,,read,,,,1,,,0,,,,,
17883956,The Ghost of the Mary Celeste,Valerie Martin,"Martin, Valerie",,"=""0385533500""","=""9780385533508""",4,3.15,Nan A. Talese,Hardcover,306,2014,2014,,2019/03/01,,,read,,,,1,,,0,,,,,
178565,Excellent Women,Barbara Pym,"Pym, Barbara",,"=""014310487X""","=""9780143104872""",4,3.92,Penguin Classics,Paperback,231,2006,1952,2019/03/01,2019/01/16,,,read,,,,1,,,0,,,,,
10054335,Rules of Civility,Amor Towles,"Towles, Amor",,"=""0670022691""","=""9780670022694""",5,4.04,Viking Adult,Hardcover,335,2011,2011,2019/03/01,2017/12/14,,,read,,,,1,,,0,,,,,
36300687,French Exit,Patrick deWitt,"deWitt, Patrick",,"=""0062846949""","=""9780062846945""",5,3.53,Ecco,ebook,256,2018,2018,,2018/09/08,,,read,,,,1,,,0,,,,,
34389773,Uncommon Type,Tom Hanks,"Hanks, Tom",,"=""1101946156""","=""9781101946152""",0,3.44,Knopf Publishing Group,Hardcover,405,2017,2017,,2018/09/08,to-read,to-read (#2),to-read,,,,0,,,0,,,,,
25584847,The Night Watch,Sarah Waters,"Waters, Sarah",,"=""""","=""""",3,3.69,Riverhead Books,Paperback,528,2006,2006,,2019/01/17,,,read,,,,1,,,0,,,,,
201651,No Way to Treat a First Lady,Christopher Buckley,"Buckley, Christopher",,"=""0375758755""","=""9780375758751""",4,3.77,Random House Trade,Paperback,288,2003,2002,,2019/01/16,,,read,,,,1,,,0,,,,,
10762469,The Leftovers,Tom Perrotta,"Perrotta, Tom",,"=""0312358342""","=""9780312358341""",3,3.40,St. Martin's Press,Hardcover,355,2011,2011,,2019/01/16,,,read,,,,1,,,0,,,,,
16366,Endless Night,Agatha Christie,"Christie, Agatha",,"=""0007151675""","=""9780007151677""",3,3.77,Harper,Paperback,303,2007,1967,,2019/01/16,,,read,,,,1,,,0,,,,,
1391290,Death of a Peer (Roderick Alleyn #10),Ngaio Marsh,"Marsh, Ngaio",,"=""0312964277""","=""9780312964276""",4,3.98,St. Martin's Paperbacks,Paperback,303,1998,1940,,2019/01/16,,,read,,,,1,,,0,,,,,
32827398,Spoonbenders,Daryl Gregory,"Gregory, Daryl",,"=""1524734829""","=""9781524734824""",4,3.92,Books on Tape,Audio CD,,2017,2017,,2019/01/16,,,read,,,,1,,,0,,,,,
1232,"The Shadow of the Wind (The Cemetery of Forgotten Books, #1)",Carlos Ruiz Zafón,"Zafón, Carlos Ruiz",Lucia Graves,"=""0143034901""","=""9780143034902""",4,4.26,Penguin Books,Paperback,487,2005,2001,,2019/01/16,,,read,,,,1,,,0,,,,,
11566,The Green Mile,Stephen King,"King, Stephen",,"=""0451933028""","=""9780451933027""",4,4.44,Penguin Signet,Paperback,592,1996,1996,,2019/01/16,,,read,,,,1,,,0,,,,,
213388,Florence of Arabia,Christopher Buckley,"Buckley, Christopher",,"=""0812972260""","=""9780812972269""",3,3.61,Random House Trade,Paperback,253,2005,2004,,2019/01/16,,,read,,,,1,,,0,,,,,
17934530,Annihilation (Southern Reach #1),Jeff VanderMeer,"VanderMeer, Jeff",,"=""0374104093""","=""9780374104092""",3,3.69,"Farrar, Straus and Giroux",Paperback,195,2014,2014,,2019/01/16,,,read,,,,1,,,0,,,,,
25614241,Beatlebone,Kevin Barry,"Barry, Kevin",,"=""0385540299""","=""9780385540292""",3,3.46,Doubleday,Hardcover,299,2015,2015,,2019/01/16,,,read,,,,1,,,0,,,,,
17830123,We Are Not Ourselves,Matthew  Thomas,"Thomas, Matthew",,"=""147675666X""","=""9781476756660""",2,3.70,Simon & Schuster,Hardcover,620,2014,2014,,2019/01/16,,,read,,,,1,,,0,,,,,
25817493,News of the World,Paulette Jiles,"Jiles, Paulette",,"=""0062409204""","=""9780062409201""",4,4.07,William Morrow,Hardcover,209,2016,2016,,2019/01/16,,,read,,,,1,,,0,,,,,
1339025,"Away with the Fairies (Phryne Fisher, #11)",Kerry Greenwood,"Greenwood, Kerry",,"=""1590583132""","=""9781590583135""",3,3.99,Poisoned Pen Press,Paperback,241,2006,2001,,2019/01/16,,,read,,,,1,,,0,,,,,
382842,"Ruddy Gore (Phryne Fisher, #7)",Kerry Greenwood,"Greenwood, Kerry",,"=""1590583140""","=""9781590583142""",3,3.81,Poisoned Pen Press,Hardcover,207,2006,1995,,2019/01/16,,,read,,,,1,,,0,,,,,
39832183,The Guernsey Literary and Potato Peel Pie Society,Mary Ann Shaffer,"Shaffer, Mary Ann",Annie Barrows,"=""1984801813""","=""9781984801814""",4,4.16,Dial Press,Paperback,291,2018,2008,,2019/01/16,,,read,,,,1,,,0,,,,,
23705512,You're Never Weird on the Internet (Almost),Felicia Day,"Day, Felicia",Joss Whedon,"=""1476785651""","=""9781476785653""",0,4.12,Gallery Books,Hardcover,272,2015,2015,,2019/01/16,to-read,to-read (#17),to-read,,,,0,,,0,,,,,
17674991,Paddle Your Own Canoe: One Man's Fundamentals for Delicious Living,Nick Offerman,"Offerman, Nick",,"=""052595421X""","=""9780525954217""",0,3.69,Dutton,Hardcover,340,2013,2013,,2019/01/16,to-read,to-read (#16),to-read,,,,0,,,0,,,,,
21412202,As You Wish: Inconceivable Tales from the Making of The Princess Bride,Cary Elwes,"Elwes, Cary","Joe Layden, Rob Reiner","=""1476764026""","=""9781476764023""",0,4.12,Atria Books,Hardcover,259,2014,2014,,2019/01/16,to-read,to-read (#15),to-read,,,,0,,,0,,,,,
26192646,Sweetbitter,Stephanie Danler,"Danler, Stephanie",,"=""1101875941""","=""9781101875940""",0,3.28,Knopf,Hardcover,356,2016,2016,,2019/01/16,to-read,to-read (#14),to-read,,,,0,,,0,,,,,
2967752,The Elegance of the Hedgehog,Muriel Barbery,"Barbery, Muriel",Alison Anderson,"=""1933372605""","=""9781933372600""",0,3.76,Europa Editions,Paperback,325,2008,2006,,2019/01/16,to-read,to-read (#13),to-read,,,,0,,,0,,,,,
33311863,American War,Omar El Akkad,"Akkad, Omar El",,"=""""","=""""",0,3.79,Knopf,Kindle Edition,384,2017,2017,,2019/01/16,to-read,to-read (#12),to-read,,,,0,,,0,,,,,
25434346,The Relic Master,Christopher Buckley,"Buckley, Christopher",,"=""1501125753""","=""9781501125751""",0,3.73,Simon  Schuster,Hardcover,384,2015,2015,,2019/01/16,to-read,to-read (#11),to-read,,,,0,,,0,,,,,
63033,The Savage Detectives,Roberto Bolaño,"Bolaño, Roberto",Natasha Wimmer,"=""0374191484""","=""9780374191481""",0,4.12,"Farrar, Straus and Giroux",Hardcover,577,2007,1998,,2019/01/16,to-read,to-read (#10),to-read,,,,0,,,0,,,,,
319386,Human Voices,Penelope Fitzgerald,"Fitzgerald, Penelope",,"=""0006542549""","=""9780006542544""",0,3.63,Flamingo,Paperback,200,2003,1980,,2019/01/16,to-read,to-read (#9),to-read,,,,0,,,0,,,,,
40090,Sacred Games (Sacred Games),Vikram Chandra,"Chandra, Vikram",,"=""0061130354""","=""9780061130359""",0,3.93,HarperCollins,Hardcover,916,2007,2006,,2019/01/16,to-read,to-read (#8),to-read,,,,0,,,0,,,,,
38746485,Becoming,Michelle Obama,"Obama, Michelle",,"=""1524763136""","=""9781524763138""",0,4.57,Crown,Hardcover,426,2018,2018,,2019/01/16,to-read,to-read (#7),to-read,,,,0,,,0,,,,,
56034,The French Lieutenant's Woman,John Fowles,"Fowles, John",,"=""0099478331""","=""9780099478331""",0,3.87,Vintage,Paperback,470,2009,1969,,2019/01/16,to-read,to-read (#6),to-read,,,,0,,,0,,,,,
31934046,The Dinner Party and Other Stories,Joshua Ferris,"Ferris, Joshua",,"=""031646595X""","=""9780316465953""",3,3.44,"Little, Brown and Company",Hardcover,247,2017,2017,,2017/05/23,,,read,,,,1,,,0,,,,,
35967101,The Seven Deaths of Evelyn Hardcastle,Stuart Turton,"Turton, Stuart",,"=""1408889560""","=""9781408889565""",4,3.91,Raven Books ,Hardcover,512,2018,2018,,2018/09/08,,,read,,,,1,,,0,,,,,
